Empresa;Número do Documento;Ano Fiscal;Data do Documento;Tipo de Documento;Número do Item;Material;Vendedor;Quantidade; Valor em Moeda Local ; Valor em Moeda Estrangeira 
1000;184618;2023;28/01/2023;VF;1;PR043;VD013;6; R$ 439,35 ; R$ 439,35 
1000;184619;2023;27/01/2023;VF;1;PR012;VD035;6; R$ 293,40 ; R$ 293,40 
1000;184620;2023;27/01/2023;VF;1;PR007;VD017;12; R$ 1.123,57 ; R$ 1.123,57 
1000;184621;2023;27/01/2023;VF;1;PR042;VD021;14; R$ 791,66 ; R$ 791,66 
1000;184622;2023;27/01/2023;VF;1;PR035;VD033;4; R$ 391,19 ; R$ 391,19 
1000;184622;2023;27/01/2023;VF;2;PR040;VD027;16; R$ 1.176,00 ; R$ 1.176,00 
1000;184623;2023;27/01/2023;VF;1;PR027;VD022;6; R$ 763,20 ; R$ 763,20 
1000;184624;2023;27/01/2023;VF;1;PR006;VD020;7; R$ 279,30 ; R$ 279,30 
1000;184625;2023;26/01/2023;VF;1;PR005;VD018;18; R$ 4.958,89 ; R$ 4.958,89 
1000;184625;2023;26/01/2023;VF;2;PR046;VD034;20; R$ 6.261,84 ; R$ 6.261,84 
1000;184626;2023;26/01/2023;VF;1;PR001;VD041;10; R$ 705,13 ; R$ 705,13 
1000;184626;2023;26/01/2023;VF;2;PR037;VD028;12; R$ 1.680,00 ; R$ 1.680,00 
1000;184627;2023;26/01/2023;VF;1;PR036;VD038;4; R$ 388,96 ; R$ 388,96 
1000;184628;2023;26/01/2023;VF;1;PR035;VD018;6; R$ 548,40 ; R$ 548,40 
1000;184629;2023;25/01/2023;VF;1;PR057;VD014;3; R$ 285,88 ; R$ 285,88 
2000;184630;2023;25/01/2023;VF;1;PR033;VD043;20; R$ 5.717,80 ; R$ 5.717,80 
1000;184631;2023;25/01/2023;VF;1;PR041;VD022;6; R$ 345,87 ; R$ 345,87 
1000;184632;2023;24/01/2023;VF;1;PR010;VD030;4; R$ 183,19 ; R$ 183,19 
1000;184633;2023;24/01/2023;VF;1;PR026;VD010;16; R$ 6.102,26 ; R$ 6.102,26 
1000;184634;2023;23/01/2023;VF;1;PR052;VD043;1; R$ 54,89 ; R$ 54,89 
1000;184635;2023;23/01/2023;VF;1;PR015;VD041;4; R$ 187,00 ; R$ 187,00 
2000;184636;2023;22/01/2023;VF;1;PR034;VD020;3; R$ 272,40 ; R$ 272,40 
1000;184637;2023;22/01/2023;VF;1;PR013;VD044;2; R$ 84,59 ; R$ 84,59 
2000;184638;2023;21/01/2023;VF;1;PR054;VD031;6; R$ 305,39 ; R$ 305,39 
1000;184639;2023;21/01/2023;VF;1;PR005;VD039;10; R$ 2.806,92 ; R$ 2.806,92 
1000;184640;2023;21/01/2023;VF;1;PR046;VD027;14; R$ 4.383,29 ; R$ 4.383,29 
2000;184640;2023;21/01/2023;VF;2;PR019;VD015;9; R$ 485,03 ; R$ 485,03 
1000;184641;2023;20/01/2023;VF;1;PR047;VD026;2; R$ 608,79 ; R$ 608,79 
1000;184642;2023;20/01/2023;VF;1;PR058;VD037;16; R$ 3.139,20 ; R$ 3.139,20 
1000;184643;2023;20/01/2023;VF;1;PR030;VD035;8; R$ 2.287,12 ; R$ 2.287,12 
2000;184644;2023;20/01/2023;VF;1;PR031;VD043;20; R$ 5.047,00 ; R$ 5.047,00 
2000;184645;2023;20/01/2023;VF;1;PR013;VD034;4; R$ 167,58 ; R$ 167,58 
1000;184646;2023;19/01/2023;VF;1;PR036;VD039;7; R$ 706,86 ; R$ 706,86 
1000;184647;2023;19/01/2023;VF;1;PR050;VD025;9; R$ 304,98 ; R$ 304,98 
1000;184648;2023;19/01/2023;VF;1;PR055;VD040;20; R$ 1.923,86 ; R$ 1.923,86 
1000;184649;2023;19/01/2023;VF;1;PR007;VD012;16; R$ 1.470,61 ; R$ 1.470,61 
1000;184650;2023;19/01/2023;VF;1;PR002;VD042;10; R$ 712,98 ; R$ 712,98 
1000;184651;2023;19/01/2023;VF;1;PR030;VD013;12; R$ 3.118,80 ; R$ 3.118,80 
2000;184652;2023;19/01/2023;VF;1;PR060;VD027;14; R$ 2.520,00 ; R$ 2.520,00 
1000;184653;2023;19/01/2023;VF;1;PR040;VD039;7; R$ 504,70 ; R$ 504,70 
1000;184654;2023;19/01/2023;VF;1;PR052;VD016;7; R$ 363,27 ; R$ 363,27 
1000;184654;2023;19/01/2023;VF;2;PR057;VD035;2; R$ 188,79 ; R$ 188,79 
1000;184655;2023;18/01/2023;VF;1;PR019;VD031;9; R$ 480,54 ; R$ 480,54 
1000;184656;2023;18/01/2023;VF;1;PR049;VD044;2; R$ 70,41 ; R$ 70,41 
1000;184657;2023;18/01/2023;VF;1;PR017;VD033;4; R$ 131,56 ; R$ 131,56 
2000;184657;2023;18/01/2023;VF;2;PR034;VD015;6; R$ 544,79 ; R$ 544,79 
1000;184658;2023;18/01/2023;VF;1;PR048;VD043;9; R$ 2.713,46 ; R$ 2.713,46 
1000;184659;2023;18/01/2023;VF;1;PR004;VD037;5; R$ 725,00 ; R$ 725,00 
2000;184660;2023;17/01/2023;VF;1;PR059;VD049;5; R$ 945,00 ; R$ 945,00 
1000;184661;2023;17/01/2023;VF;1;PR005;VD018;20; R$ 5.717,80 ; R$ 5.717,80 
2000;184662;2023;17/01/2023;VF;1;PR050;VD010;10; R$ 342,16 ; R$ 342,16 
1000;184663;2023;17/01/2023;VF;1;PR033;VD042;8; R$ 2.079,20 ; R$ 2.079,20 
1000;184664;2023;17/01/2023;VF;1;PR038;VD027;14; R$ 2.080,62 ; R$ 2.080,62 
1000;184664;2023;17/01/2023;VF;2;PR032;VD034;7; R$ 1.907,50 ; R$ 1.907,50 
1000;184665;2023;16/01/2023;VF;1;PR042;VD012;2; R$ 109,80 ; R$ 109,80 
1000;184666;2023;16/01/2023;VF;1;PR017;VD018;20; R$ 657,80 ; R$ 657,80 
1000;184667;2023;16/01/2023;VF;1;PR037;VD013;10; R$ 1.414,00 ; R$ 1.414,00 
1000;184668;2023;16/01/2023;VF;1;PR041;VD021;8; R$ 443,59 ; R$ 443,59 
2000;184669;2023;15/01/2023;VF;1;PR039;VD032;8; R$ 1.214,72 ; R$ 1.214,72 
1000;184670;2023;15/01/2023;VF;1;PR043;VD026;2; R$ 152,25 ; R$ 152,25 
1000;184670;2023;15/01/2023;VF;2;PR046;VD038;8; R$ 2.527,93 ; R$ 2.527,93 
1000;184671;2023;15/01/2023;VF;1;PR006;VD030;8; R$ 335,16 ; R$ 335,16 
1000;184672;2023;15/01/2023;VF;1;PR052;VD032;1; R$ 50,40 ; R$ 50,40 
1000;184673;2023;15/01/2023;VF;1;PR057;VD038;2; R$ 197,78 ; R$ 197,78 
1000;184674;2023;14/01/2023;VF;1;PR056;VD020;6; R$ 587,95 ; R$ 587,95 
1000;184674;2023;14/01/2023;VF;2;PR024;VD049;3; R$ 810,89 ; R$ 810,89 
1000;184675;2023;14/01/2023;VF;1;PR036;VD021;2; R$ 198,22 ; R$ 198,22 
2000;184676;2023;14/01/2023;VF;1;PR024;VD031;4; R$ 1.101,98 ; R$ 1.101,98 
2000;184677;2023;13/01/2023;VF;1;PR011;VD019;20; R$ 938,00 ; R$ 938,00 
2000;184678;2023;13/01/2023;VF;1;PR019;VD012;10; R$ 533,93 ; R$ 533,93 
2000;184679;2023;13/01/2023;VF;1;PR058;VD019;7; R$ 1.386,00 ; R$ 1.386,00 
1000;184680;2023;12/01/2023;VF;1;PR034;VD039;16; R$ 1.524,70 ; R$ 1.524,70 
1000;184681;2023;12/01/2023;VF;1;PR043;VD046;3; R$ 230,55 ; R$ 230,55 
1000;184682;2023;12/01/2023;VF;1;PR052;VD045;3; R$ 163,17 ; R$ 163,17 
1000;184683;2023;12/01/2023;VF;1;PR054;VD041;12; R$ 622,75 ; R$ 622,75 
1000;184684;2023;12/01/2023;VF;1;PR059;VD014;7; R$ 1.310,40 ; R$ 1.310,40 
1000;184685;2023;11/01/2023;VF;1;PR020;VD036;20; R$ 6.357,88 ; R$ 6.357,88 
1000;184685;2023;11/01/2023;VF;2;PR017;VD027;12; R$ 391,09 ; R$ 391,09 
1000;184686;2023;11/01/2023;VF;1;PR049;VD039;4; R$ 139,50 ; R$ 139,50 
2000;184687;2023;11/01/2023;VF;1;PR034;VD017;8; R$ 733,58 ; R$ 733,58 
2000;184688;2023;10/01/2023;VF;1;PR045;VD045;14; R$ 1.025,15 ; R$ 1.025,15 
2000;184688;2023;10/01/2023;VF;2;PR018;VD018;4; R$ 139,50 ; R$ 139,50 
2000;184688;2023;10/01/2023;VF;3;PR008;VD016;6; R$ 539,40 ; R$ 539,40 
1000;184689;2023;10/01/2023;VF;1;PR013;VD036;3; R$ 124,49 ; R$ 124,49 
1000;184690;2023;10/01/2023;VF;1;PR055;VD016;9; R$ 881,92 ; R$ 881,92 
1000;184691;2023;09/01/2023;VF;1;PR037;VD048;1; R$ 154,00 ; R$ 154,00 
2000;184692;2023;09/01/2023;VF;1;PR036;VD029;8; R$ 748,00 ; R$ 748,00 
1000;184693;2023;09/01/2023;VF;1;PR008;VD013;20; R$ 1.815,98 ; R$ 1.815,98 
1000;184694;2023;08/01/2023;VF;1;PR056;VD032;10; R$ 961,93 ; R$ 961,93 
1000;184694;2023;08/01/2023;VF;2;PR033;VD012;8; R$ 2.141,58 ; R$ 2.141,58 
1000;184695;2023;08/01/2023;VF;1;PR001;VD036;2; R$ 139,71 ; R$ 139,71 
1000;184695;2023;08/01/2023;VF;2;PR007;VD022;4; R$ 350,47 ; R$ 350,47 
1000;184695;2023;08/01/2023;VF;3;PR056;VD010;20; R$ 1.905,88 ; R$ 1.905,88 
1000;184695;2023;07/01/2023;VF;4;PR055;VD025;10; R$ 952,94 ; R$ 952,94 
2000;184696;2023;07/01/2023;VF;1;PR055;VD030;2; R$ 190,59 ; R$ 190,59 
